epoch,accuracy,loss,val_accuracy,val_loss
0,0.38416826725006104,1.3133234977722168,0.40345820784568787,1.270646333694458
1,0.6634376049041748,0.9522045850753784,0.6829971075057983,0.8986721634864807
2,0.8012731671333313,0.5658460855484009,0.680115282535553,0.774170458316803
3,0.8593966364860535,0.40765267610549927,0.6829971075057983,0.7660091519355774
4,0.8873512148857117,0.3206652104854584,0.6772334575653076,0.8366247415542603
5,0.9117076992988586,0.2621595561504364,0.7118155360221863,0.8450672030448914
6,0.9258233904838562,0.21192704141139984,0.6974063515663147,0.8951438665390015
7,0.9410462379455566,0.1821640282869339,0.6829971075057983,0.9468507170677185
8,0.9518405795097351,0.15217213332653046,0.6887608170509338,1.010685682296753
9,0.9612510204315186,0.13299718499183655,0.6858789920806885,1.0486067533493042
10,0.9609742760658264,0.12172193080186844,0.7060518860816956,1.1173642873764038
11,0.9692776203155518,0.10549833625555038,0.6858789920806885,1.1633938550949097
12,0.9712150692939758,0.09816254675388336,0.6887608170509338,1.2418992519378662
13,0.9717686176300049,0.08958300948143005,0.6916426420211792,1.2477033138275146
14,0.973429262638092,0.0846891701221466,0.6887608170509338,1.2778496742248535
15,0.9753667116165161,0.07825528830289841,0.6772334575653076,1.3178274631500244
16,0.9731525182723999,0.0815504789352417,0.6829971075057983,1.3692340850830078
17,0.9773041605949402,0.072987861931324,0.6829971075057983,1.3773669004440308
18,0.975643515586853,0.07068637013435364,0.6628242135047913,1.4395489692687988
19,0.977027416229248,0.06799043715000153,0.680115282535553,1.467698097229004
20,0.9784113168716431,0.07023019343614578,0.6772334575653076,1.4742017984390259
21,0.9778577089309692,0.06314897537231445,0.6887608170509338,1.4721769094467163
22,0.976473867893219,0.06217985227704048,0.6743515729904175,1.5117157697677612
23,0.9781345129013062,0.06497278809547424,0.6599423885345459,1.500551462173462
24,0.9767506122589111,0.05730454623699188,0.6887608170509338,1.5503122806549072
